tick,avgEnergy,avgBelief,socialCohesion,activeCount,depletedCount,sleeperCount,fiedlerValue,fModifier
1,81.7,0.23,0.55,50,0,0,0.45194805194805193
2,81.7,0.24,0.62,50,0,0,0.45194805194805193
3,81.7,0.25,0.64,50,0,0,0.45194805194805193
4,81.7,0.25,0.66,50,0,0,0.45194805194805193
5,81.7,0.25,0.67,50,0,0,0.44090909090909086
6,81.7,0.26,0.68,50,0,0,0.44090909090909086
7,81.7,0.26,0.68,50,0,0,0.44090909090909086
8,81.7,0.26,0.69,50,0,0,0.44090909090909086
9,81.8,0.27,0.69,50,0,0,0.44090909090909086
10,81.8,0.27,0.7,50,0,0,0.44090909090909086
11,81.8,0.27,0.7,50,0,0,0.44090909090909086
12,81.8,0.27,0.7,50,0,0,0.44090909090909086
13,81.8,0.27,0.7,50,0,0,0.44090909090909086
14,81.8,0.27,0.7,50,0,0,0.44090909090909086
15,81.8,0.27,0.7,50,0,0,0.062070773243904115
16,81.9,0.28,0.7,50,0,0,0.062070773243904115
17,81.9,0.28,0.7,50,0,0,0.062070773243904115
18,81.9,0.28,0.7,50,0,0,0.062070773243904115
19,82,0.28,0.7,50,0,0,0.062070773243904115
20,82,0.28,0.7,50,0,0,0.06391670465469361
21,82.1,0.28,0.7,50,0,0,0.06391670465469361
22,82.1,0.28,0.7,50,0,0,0.06391670465469361
23,82.1,0.28,0.71,50,0,0,0.06391670465469361
24,82.1,0.28,0.71,50,0,0,0.06391670465469361
25,82,0.28,0.71,50,0,0,0.05098962545394898
26,81.9,0.28,0.71,50,0,0,0.05098962545394898
27,81.9,0.28,0.71,50,0,0,0.05098962545394898
28,81.8,0.28,0.72,50,0,0,0.05098962545394898
29,81.7,0.28,0.72,50,0,0,0.05098962545394898
30,81.6,0.28,0.72,50,0,0,0.06183401584625244
31,81.5,0.28,0.72,50,0,0,0.06183401584625244
32,81.4,0.28,0.72,50,0,0,0.06183401584625244
33,81.3,0.28,0.72,50,0,0,0.06183401584625244
34,81.2,0.28,0.73,50,0,0,0.06183401584625244
35,81.1,0.28,0.73,50,0,0,0.05827722549438477
36,81,0.28,0.73,50,0,0,0.05827722549438477
37,80.9,0.28,0.73,50,0,0,0.05827722549438477
38,80.8,0.28,0.73,50,0,0,0.05827722549438477
39,80.6,0.28,0.73,50,0,0,0.05827722549438477
40,80.5,0.28,0.74,50,0,0,0.06653922200202941
41,80.4,0.28,0.74,50,0,0,0.06653922200202941
42,80.2,0.28,0.74,50,0,0,0.06653922200202941
43,80.1,0.28,0.74,50,0,0,0.06653922200202941
44,80,0.28,0.74,50,0,0,0.06653922200202941
45,79.9,0.28,0.74,50,0,0,0.39545454545454545
46,79.8,0.28,0.75,50,0,0,0.39545454545454545
47,79.7,0.28,0.74,50,0,0,0.39545454545454545
48,79.6,0.28,0.75,50,0,0,0.39545454545454545
49,79.6,0.28,0.75,50,0,0,0.39545454545454545
50,79.5,0.28,0.75,50,0,7,0.39999999999999997
51,79.5,0.38,0.41,50,0,7,0.39999999999999997
52,79.4,0.39,0.41,50,0,7,0.39999999999999997
53,79.4,0.4,0.41,50,0,7,0.39999999999999997
54,79.4,0.42,0.39,50,0,7,0.39999999999999997
55,79.3,0.43,0.39,50,0,7,0.45194805194805193
56,79.3,0.44,0.38,50,0,7,0.45194805194805193
57,79.3,0.44,0.38,50,0,7,0.45194805194805193
58,79.3,0.45,0.38,50,0,7,0.45194805194805193
59,79.3,0.46,0.37,50,0,7,0.45194805194805193
60,79.2,0.47,0.36,50,0,7,0.4623376623376623
61,79.2,0.48,0.36,50,0,7,0.4623376623376623
62,79.1,0.49,0.36,50,0,7,0.4623376623376623
63,79.1,0.49,0.36,50,0,7,0.4623376623376623
64,79.1,0.5,0.36,50,0,7,0.4623376623376623
65,79,0.51,0.36,50,0,7,0.4623376623376623
66,78.9,0.51,0.35,50,0,7,0.4623376623376623
67,78.9,0.52,0.35,50,0,7,0.4623376623376623
68,78.8,0.52,0.36,50,0,7,0.4623376623376623
69,78.8,0.53,0.35,50,0,7,0.4623376623376623
70,78.7,0.54,0.35,50,0,7,0.49350649350649345
71,78.6,0.54,0.35,50,0,7,0.49350649350649345
72,78.6,0.55,0.36,50,0,7,0.49350649350649345
73,78.5,0.55,0.36,50,0,7,0.49350649350649345
74,78.4,0.56,0.36,50,0,7,0.49350649350649345
75,78.4,0.56,0.36,50,0,7,0.42727272727272725
76,78.3,0.57,0.36,50,0,7,0.42727272727272725
77,78.2,0.58,0.36,50,0,7,0.42727272727272725
78,78.1,0.58,0.36,50,0,7,0.42727272727272725
79,78,0.58,0.36,50,0,7,0.42727272727272725
80,77.9,0.59,0.36,50,0,7,0.5575757575757576
81,77.8,0.59,0.35,50,0,7,0.5575757575757576
82,77.7,0.59,0.36,50,0,7,0.5575757575757576
83,77.5,0.59,0.36,50,0,7,0.5575757575757576
84,77.4,0.6,0.37,50,0,7,0.5575757575757576
85,77.3,0.6,0.36,50,0,7,0.5696969696969696
86,77.2,0.6,0.37,50,0,7,0.5696969696969696
87,77.1,0.6,0.37,50,0,7,0.5696969696969696
88,76.9,0.61,0.37,50,0,7,0.5696969696969696
89,76.8,0.61,0.37,50,0,7,0.5696969696969696
90,76.6,0.61,0.37,50,0,7,0.5575757575757576
91,76.5,0.61,0.38,50,0,7,0.5575757575757576
92,76.4,0.61,0.37,50,0,7,0.5575757575757576
93,76.2,0.62,0.38,50,0,7,0.5575757575757576
94,76.1,0.61,0.39,50,0,7,0.5575757575757576
95,75.9,0.62,0.39,50,0,7,0.5636363636363636
96,75.8,0.62,0.39,50,0,7,0.5636363636363636
97,75.7,0.62,0.39,50,0,7,0.5636363636363636
98,75.6,0.62,0.39,50,0,7,0.5636363636363636
99,75.5,0.62,0.39,50,0,7,0.5636363636363636
100,75.4,0.62,0.39,50,0,7,0.49350649350649345
101,75.2,0.63,0.39,50,0,7,0.49350649350649345
102,75.1,0.63,0.39,50,0,7,0.49350649350649345
103,75,0.63,0.39,50,0,7,0.49350649350649345
104,74.8,0.63,0.4,50,0,7,0.49350649350649345
105,74.7,0.63,0.4,50,0,7,0.49350649350649345
106,74.6,0.63,0.4,50,0,7,0.49350649350649345
107,74.5,0.63,0.4,50,0,7,0.49350649350649345
108,74.3,0.63,0.4,50,0,7,0.49350649350649345
109,74.2,0.64,0.4,50,0,7,0.49350649350649345
